구분코드,심볼,영문명,한글명,종목업종코드,다우30편입여부,나스닥100편입여부,SP500편입여부,거래소코드,국가구분코드
H,CH:510900 ,E Fund Hang Seng China Enterpr,E FUND CHINA ENT,    , , , ,SHSE,CH 
H,CH:510950 ,GF SSE 50 ETF,GF SSE 50 ETF,    , , , ,SHSE,CH 
H,CH:510980 ,China Universal Shanghai Composite Inde,China Universal Shanghai, ETF, , , ,SHSE,CH 
H,CH:510990 ,ICBC CSI 180 ESG ETF,ICBC CSI 180 ESG ETF,    , , , ,SHSE,CH 
H,CH:511010 ,Guotai SSE 5-Year China Treasu,GUOTAI 5-YR TREA,    , , , ,SHSE,CH 
H,CH:511020 ,PA CSI 5-10Y T-BD ACTIVE ETF,PA CSI 5-10Y T-BD ACTIVE,    , , , ,SHSE,CH 
H,CH:511030 ,PA CHBD MHGSEEBI ETF FD,PA CHBD MHGSEEBI ETF FD,    , , , ,SHSE,CH 
H,CH:511060 ,Hft Investment Management Co Ltd - Hft,Hft Investment Management,se 5,y, ,L,SHSE,CH 
H,CH:511070 ,China Southern SSE Market-Making Corpor,China Southern SSE Market,te B,o,n,d,SHSE,CH 
H,CH:511090 ,Pengyang ChinaBond 30 Year CDB Bond ETF,Pengyang ChinaBond 30 Yea,    , , , ,SHSE,CH 
H,CH:511100 ,ChinaAMC SSE Benchmark Market Making Tr,ChinaAMC SSE Benchmark Ma,asur,y, ,B,SHSE,CH 
H,CH:511110 ,E Fund SSE Market-Making Corporate Bond,E Fund SSE Market-Making,Inde,x, ,E,SHSE,CH 
H,CH:511120 ,511120,511120,    , , , ,SHSE,CH 
H,CH:511130 ,Bosera SSE 30-Year China Treasury Bond,Bosera SSE 30-Year China,TF  , , , ,SHSE,CH 
H,CH:511150 ,511150,511150,    , , , ,SHSE,CH 
H,CH:511160 ,Tibet Eastmoney CSI 1-3 Year Treasury B,Tibet Eastmoney CSI 1-3 Y,nd E,T,F, ,SHSE,CH 
H,CH:511180 ,HFT SSE Investment Grade Convertible Bo,HFT SSE Investment Grade,d an,d, ,E,SHSE,CH 
H,CH:511190 ,HFT SSE Market-Making Corporate Bond In,HFT SSE Market-Making Cor,ex E,T,F, ,SHSE,CH 
H,CH:511200 ,ChinaAMC SSE Market-Making Corporate Bo,ChinaAMC SSE Market-Makin,d In,d,e,x,SHSE,CH 
H,CH:511220 ,SSE Pledge Urban Investment Bo,SSE PLD UR B ETF EQUITY,    , , , ,SHSE,CH 
H,CH:511230 ,511230,511230,    , , , ,SHSE,CH 
H,CH:511270 ,HFT SSE 10Y LOCAL T-BOND ETF,HFT SSE 10Y LOCAL T-BOND,    , , , ,SHSE,CH 
H,CH:511310 ,FULLGOAL CSI 10Y T BOND ETF,FULLGOAL CSI 10Y T BOND E,    , , , ,SHSE,CH 
H,CH:511360 ,HFT CSI Short Term Note 50 Exchange Tra,HFT CSI Short Term Note 5,ed F,u,n,d,SHSE,CH 
H,CH:511380 ,BOSERA ASSET MANAGEMENT CO LTD,보세라자산운용,    , , , ,SHSE,CH 
H,CH:511520 ,Fullgoal ChinaBond 7-10 Year Treasury a,Fullgoal ChinaBond 7-10 Y,d Po,l,i,c,SHSE,CH 
H,CH:511580 ,CM CSI POLICY BK BD 3-5Y ETF,CM CSI POLICY BK BD 3-5Y,    , , , ,SHSE,CH 
H,CH:511605 ,511605,511605,    , , , ,SHSE,CH 
H,CH:511625 ,511625,511625,    , , , ,SHSE,CH 
H,CH:511655 ,511655,511655,    , , , ,SHSE,CH 
H,CH:511660 ,CCB Cash TianYi Traded Money,CCB Cash TianYi Traded Mo,    , , , ,SHSE,CH 
H,CH:511665 ,511665,511665,    , , , ,SHSE,CH 
H,CH:511675 ,511675,511675,    , , , ,SHSE,CH 
H,CH:511685 ,511685,511685,    , , , ,SHSE,CH 
H,CH:511690 ,Dacheng Tianyi Traded Money,Dacheng Tianyi Traded Mon,    , , , ,SHSE,CH 
H,CH:511700 ,PINGAN-UOB TRADED MMK FUND-E,PINGAN-UOB TRADED MMK FUN,    , , , ,SHSE,CH 
H,CH:511760 ,Tebon Xianjinbao Traded Mone,Tebon Xianjinbao Traded M,    , , , ,SHSE,CH 
H,CH:511765 ,511765,511765,    , , , ,SHSE,CH 
H,CH:511770 ,GOLDEN CASH PROFIT MMK-E,GOLDEN CASH PROFIT MMK-E,    , , , ,SHSE,CH 
H,CH:511800 ,E FUND-MONEY M-E EQUITY,E FUND-MONEY M-E EQUITY,    , , , ,SHSE,CH 
H,CH:511810 ,China Southern Cash Management,SOUTH CH MGT ETF EQUITY,    , , , ,SHSE,CH 
H,CH:511815 ,511815,511815,    , , , ,SHSE,CH 
H,CH:511820 ,PENGHUA PROFIT ADDED MMK-B,PENGHUA PROFIT ADDED MMK-,    , , , ,SHSE,CH 
H,CH:511825 ,511825,511825,    , , , ,SHSE,CH 
H,CH:511830 ,Huatai-PB Traded Money Market,HT-PB TRADED MMT EQUITY,    , , , ,SHSE,CH 
H,CH:511835 ,511835,511835,    , , , ,SHSE,CH 
H,CH:511850 ,CH MERCHANTS CAIFUBAO MMK-E,CH MERCHANTS CAIFUBAO MMK,    , , , ,SHSE,CH 
H,CH:511860 ,Bosera Security Deposit Real-t,BOSERA SEC DEP M EQUITY,    , , , ,SHSE,CH 
H,CH:511880 ,YINHUA TR MMKT EQUITY,YINHUA TR MMKT EQUITY,    , , , ,SHSE,CH 
H,CH:511890 ,Invesco Great Wall Traded Mone,INVESCO GRE WALL EQUITY,    , , , ,SHSE,CH 
H,CH:511900 ,FULLGOAL SYB EXCH TRA MMKT H,FULLGOAL SYB EXCH TRA MMK,    , , , ,SHSE,CH 
H,CH:511905 ,511905,511905,    , , , ,SHSE,CH 
H,CH:511915 ,511915,511915,    , , , ,SHSE,CH 
H,CH:511925 ,511925,511925,    , , , ,SHSE,CH 
H,CH:511930 ,ZHONGRONG DAILY EARNING MMKF,ZHONGRONG DAILY EARNING M,    , , , ,SHSE,CH 
H,CH:511935 ,511935,511935,    , , , ,SHSE,CH 
H,CH:511955 ,511955,511955,    , , , ,SHSE,CH 
H,CH:511960 ,Harvest Institution Express,Harvest Institution Expre,    , , , ,SHSE,CH 
H,CH:511965 ,511965,511965,    , , , ,SHSE,CH 
H,CH:511970 ,China Life AMP Monetary Mark,China Life AMP Monetary M,    , , , ,SHSE,CH 
H,CH:511975 ,511975,511975,    , , , ,SHSE,CH 
H,CH:511980 ,China Universal Tianfutong M,China Universal Tianfuton,    , , , ,SHSE,CH 
H,CH:511985 ,511985,511985,    , , , ,SHSE,CH 
H,CH:511990 ,Fortune SG Tianyi Money Market,FORT MONEY MKT,    , , , ,SHSE,CH 
H,CH:512000 ,FORTUNE SG CSI SECURITIE ETF,FORTUNE SG CSI SECURITIE,    , , , ,SHSE,CH 
H,CH:512010 ,E Fund CSI 300 Health Care Ind,E-FUND-CSI 300 H,    , , , ,SHSE,CH 
H,CH:512015 ,512015,512015,    , , , ,SHSE,CH 
H,CH:512020 ,Penghua CSI A500 ETF,Penghua CSI A500 ETF,    , , , ,SHSE,CH 
H,CH:512030 ,512030,512030,    , , , ,SHSE,CH 
H,CH:512040 ,FULLGOAL CSI VALUE ETF,FULLGOAL CSI VALUE ETF,    , , , ,SHSE,CH 
H,CH:512050 ,ChinaAMC CSI A500 ETF,ChinaAMC CSI A500 ETF,    , , , ,SHSE,CH 
H,CH:512060 ,512060,512060,    , , , ,SHSE,CH 
H,CH:512070 ,E Fund CSI 300 Financials ex B,E FD CSI 300 FIN,    , , , ,SHSE,CH 
H,CH:512080 ,CICC CSI A500 ETF,CICC CSI A500 ETF,    , , , ,SHSE,CH 
H,CH:512090 ,E FUND MSCI CHINA A ETF,E FUND MSCI CHINA A ETF,    , , , ,SHSE,CH 
H,CH:512100 ,China Southern CSI 1000 ETF,China Southern CSI 1000 E,    , , , ,SHSE,CH 
H,CH:512105 ,512105,512105,    , , , ,SHSE,CH 
H,CH:512120 ,HuaAn CSI Pharmaceutical Segme,HA CSI PHARM ETF,    , , , ,SHSE,CH 
H,CH:512125 ,512125,512125,    , , , ,SHSE,CH 
H,CH:512130 ,512130,512130,    , , , ,SHSE,CH 
H,CH:512140 ,512140,512140,    , , , ,SHSE,CH 
H,CH:512150 ,FUSHI CHINA A50 ETF,FUSHI CHINA A50 ETF,    , , , ,SHSE,CH 
H,CH:512160 ,MSCI CHINA A-SHARE GUOJITON ETF,MSCI CHINA A-SHARE GUOJIT,    , , , ,SHSE,CH 
H,CH:512170 ,HWABAO CSI MEDICAL ETF,HWABAO CSI MEDICAL ETF,    , , , ,SHSE,CH 
H,CH:512180 ,CCBP MSCI CHINA A-SHARE GJT ETF,CCBP MSCI CHINA A-SHARE G,    , , , ,SHSE,CH 
H,CH:512190 ,Zhejiang Zheshang Securities Asset Mana,Zhejiang Zheshang Securit,emen,t, ,C,SHSE,CH 
H,CH:512200 ,SOUTH CSI REAL ESTATE ETF,SOUTH CSI REAL ESTATE ETF,    , , , ,SHSE,CH 
H,CH:512205 ,512205,512205,    , , , ,SHSE,CH 
H,CH:512210 ,Invesco Great Wall CSI 800 Foo,IV CSI 800 FOOD,    , , , ,SHSE,CH 
H,CH:512220 ,Invesco Great Wall CSI TMT 150,IV CSI TMT 150,    , , , ,SHSE,CH 
H,CH:512235 ,512235,512235,    , , , ,SHSE,CH 
H,CH:512240 ,Penghua CSI A50 ETF,Penghua CSI A50 ETF,    , , , ,SHSE,CH 
H,CH:512250 ,CMF CSI A50 ETF,CMF CSI A50 ETF,    , , , ,SHSE,CH 
H,CH:512260 ,HA CSI 500 NEUTRAL L-VLT ETF,HA CSI 500 NEUTRAL L-VLT,    , , , ,SHSE,CH 
H,CH:512290 ,GUOTAI CSI BIO-MEDICINE ETF,GUOTAI CSI BIO-MEDICINE E,    , , , ,SHSE,CH 
H,CH:512305 ,512305,512305,    , , , ,SHSE,CH 
H,CH:512330 ,CSI 500 Information Technology,CSI500 INF T ETF EQUITY,    , , , ,SHSE,CH 
H,CH:512335 ,512335,512335,    , , , ,SHSE,CH 
H,CH:512360 ,PA-UOB MSCI CHNAS GJT ETF,PA-UOB MSCI CHNAS GJT ETF,    , , , ,SHSE,CH 
H,CH:512370 ,512370,512370,    , , , ,SHSE,CH 
H,CH:512380 ,YINHUA MSCI CN A-SHARE ETF,YINHUA MSCI CN A-SHARE ET,    , , , ,SHSE,CH 
H,CH:512390 ,PAU MSCI A-SHR L-FLCTUT ETF,PAU MSCI A-SHR L-FLCTUT E,    , , , ,SHSE,CH 
H,CH:512400 ,SOUTH CSI REAL ESTATE ETF,SOUTH CSI REAL ESTATE ETF,    , , , ,SHSE,CH 
H,CH:512405 ,512405,512405,    , , , ,SHSE,CH 
H,CH:512430 ,512430,512430,    , , , ,SHSE,CH 
H,CH:512450 ,512450,512450,    , , , ,SHSE,CH 
H,CH:512460 ,512460,512460,    , , , ,SHSE,CH 
H,CH:512480 ,GTJA-A CSI SEMI-CNDCTR ETF,GTJA-A CSI SEMI-CNDCTR ET,    , , , ,SHSE,CH 
H,CH:512500 ,China AMC CSI 500 ETF,CN-A CSI 500 ETF EQUITY,    , , , ,SHSE,CH 
H,CH:512505 ,512505,512505,    , , , ,SHSE,CH 
H,CH:512510 ,Huatai-PB CSI 500 ETF,HUATAI-PB CSI 50 EQUITY,    , , , ,SHSE,CH 
H,CH:512515 ,512515,512515,    , , , ,SHSE,CH 
H,CH:512520 ,HPB MSCI CHINA GUOJITONG ETF,HPB MSCI CHINA GUOJITONG,    , , , ,SHSE,CH 
H,CH:512530 ,CCB Principal Asset Management Co - CCB,CCB Principal Asset Manag,Prin,c,i,p,SHSE,CH 
H,CH:512550 ,HARVEST FTSE CHINA A50 INDEX,HARVEST FTSE CHINA A50 IN,    , , , ,SHSE,CH 
H,CH:512555 ,512555,512555,    , , , ,SHSE,CH 
H,CH:512560 ,E FUND CSI MILITARY INDU ETF,E FUND CSI MILITARY INDU,    , , , ,SHSE,CH 
H,CH:512565 ,512565,512565,    , , , ,SHSE,CH 
H,CH:512575 ,512575,512575,    , , , ,SHSE,CH 
H,CH:512580 ,GF CSI ENVIR PROTECT ETF,GF CSI ENVIR PROTECT ETF,    , , , ,SHSE,CH 
H,CH:512585 ,512585,512585,    , , , ,SHSE,CH 
H,CH:512600 ,Harvest CSI Primary Consumptio,HV CSI PRI CON E,    , , , ,SHSE,CH 
H,CH:512605 ,512605,512605,    , , , ,SHSE,CH 
H,CH:512620 ,512620,512620,    , , , ,SHSE,CH 
H,CH:512630 ,512630,512630,    , , , ,SHSE,CH 
H,CH:512640 ,Harvest CSI Financial Property,HV CSI FIN PR EF,    , , , ,SHSE,CH 
H,CH:512645 ,512645,512645,    , , , ,SHSE,CH 
H,CH:512650 ,China Universal Asset Management Co. Lt,China Universal Asset Man, - D,e,l,t,SHSE,CH 
H,CH:512660 ,Guotai CSI National Defense,Guotai CSI National Defen,    , , , ,SHSE,CH 
H,CH:512665 ,512665,512665,    , , , ,SHSE,CH 
H,CH:512670 ,Penghua CSI National Defense E,Penghua Fund Management -,F   , , , ,SHSE,CH 
H,CH:512680 ,GF CSI Military Industry ETF,GF CSI Military Industry,    , , , ,SHSE,CH 
H,CH:512685 ,512685,512685,    , , , ,SHSE,CH 
H,CH:512690 ,PENGHUA CSI ALCOHOL ETF,PENGHUA CSI ALCOHOL ETF,    , , , ,SHSE,CH 
H,CH:512700 ,China Southern CSI Bank ETF,China Southern CSI Bank E,    , , , ,SHSE,CH 
H,CH:512705 ,512705,512705,    , , , ,SHSE,CH 
H,CH:512710 ,Fullgoal Fund Management Company Limite,Fullgoal Fund Management, - L,e,a,d,SHSE,CH 
H,CH:512720 ,Guotai CSI Computer Theme ETF,Guotai CSI Computer Theme,    , , , ,SHSE,CH 
H,CH:512730 ,Penghua CSI Bank ETF,Penghua CSI Bank ETF,    , , , ,SHSE,CH 
H,CH:512750 ,HARVEST CSI RAFI 50 INDX ETF,HARVEST CSI RAFI 50 INDX,    , , , ,SHSE,CH 
H,CH:512760 ,GUOTAI CES SEMI-CNDCTR ETF,GUOTAI CES SEMI-CNDCTR ET,    , , , ,SHSE,CH 
H,CH:512770 ,Strategic Emerging Component Index ETF,화하 이머징 전략 ETF,    , , , ,SHSE,CH 
H,CH:512800 ,Fortune SG CSI Bank ETF,Fortune SG CSI Bank ETF,    , , , ,SHSE,CH 
H,CH:512805 ,512805,512805,    , , , ,SHSE,CH 
H,CH:512810 ,FORTUNE SG CSI MILITARY ETF,FORTUNE SG CSI MILITARY E,    , , , ,SHSE,CH 
H,CH:512815 ,512815,512815,    , , , ,SHSE,CH 
H,CH:512820 ,CSI BANKS ETF FUND,CSI BANKS ETF FUND,    , , , ,SHSE,CH 
H,CH:512870 ,NANHUA CSI HANGZHOU BAY ETF,NANHUA CSI HANGZHOU BAY E,    , , , ,SHSE,CH 
H,CH:512880 ,Guotai CSI All Share Securit ETF,Guotai CSI All Share Secu,    , , , ,SHSE,CH 
H,CH:512885 ,512885,512885,    , , , ,SHSE,CH 
H,CH:512890 ,HUATAI PB CSI BONUS ETF,HUATAI PB CSI BONUS ETF,    , , , ,SHSE,CH 
H,CH:512900 ,CH SOUTHERN CSI SECURITIES,CH SOUTHERN CSI SECURITIE,    , , , ,SHSE,CH 
H,CH:512905 ,512905,512905,    , , , ,SHSE,CH 
H,CH:512910 ,GF CSI 100 ETF,GF CSI 100 ETF,    , , , ,SHSE,CH 
H,CH:512930 ,Ping An Fund Management Co Ltd - CSI Ar,Ping An Fund Management C,ific,i,a,l,SHSE,CH 
H,CH:512940 ,512940,512940,    , , , ,SHSE,CH 
H,CH:512950 ,CAMC SOES STRCTRL REFM ETF,CAMC SOES STRCTRL REFM ET,    , , , ,SHSE,CH 
H,CH:512960 ,BOSERA SOE STRCTRL REFM ETF,BOSERA SOE STRCTRL REFM E,    , , , ,SHSE,CH 
H,CH:512970 ,Ping An Fund Management Co Ltd - Ping A,Ping An Fund Management C, CSI, ,G,u,SHSE,CHA
H,CH:512980 ,Guangfa CSI Media Index Investment Fund,Guangfa CSI Media Index I,    , , , ,SHSE,CH 
H,CH:512990 ,MSCI China A-share ETF Fund,MSCI CN-A SH ETF EQUITY,    , , , ,SHSE,CH 
H,CH:512995 ,512995,512995,    , , , ,SHSE,CH 
H,CH:513000 ,EFD NIKKO AST NIKKEI 225 ETF,EFD NIKKO AST NIKKEI 225,    , , , ,SHSE,CH 
H,CH:513010 ,E Fund Hang Seng TECH Index Exchange Tr,E Fund Hang Seng TECH Ind,ded ,F,u,n,SHSE,CH 
H,CH:513020 ,Guotai CSI Hong Kong Technology Exchang,Guotai CSI Hong Kong Tech, Tra,d,e,d,SHSE,CH 
H,CH:513030 ,HuaAn International Leading DA,HUAAN-INT LD DAX EQUITY,    , , , ,SHSE,CH 
H,CH:513035 ,513035,513035,    , , , ,SHSE,CH 
H,CH:513040 ,E Fund CSI Hong Kong Connect Internet I,E Fund CSI Hong Kong Conn,dex ,E,T,F,SHSE,CH 
H,CH:513050 ,EFUND OVERSEA INTERNET 50ETF,EFUND OVERSEA INTERNET 50,    , , , ,SHSE,CH 
H,CH:513055 ,513055,513055,    , , , ,SHSE,CH 
H,CH:513060 ,Bosera Hang Seng Healthcare Exchange Tr,Bosera Hang Seng Healthca,ded ,F,u,n,SHSE,CH 
H,CH:513070 ,E Fund CSI HK Stock Connect Consumer Th,E Fund CSI HK Stock Conne,mati,c, ,E,SHSE,CH 
H,CH:513080 ,Huaan Cac 40 ETF,Huaan Cac 40 ETF,    , , , ,SHSE,CH 
H,CH:513090 ,"E Fund Management Co., Ltd - E Fund CSI","E Fund Management Co., Lt",stru,c,t,u,SHSE,CH 
H,CH:513100 ,Guotai Nasdaq 100 Exchange Tra,GUOTAI-NSDAQ 100,    , , , ,SHSE,CH 
H,CH:513105 ,513105,513105,    , , , ,SHSE,CH 
H,CH:513110 ,Huatai-PB Nasdaq 100 ETF (QDII),Huatai-PB Nasdaq 100 ETF,    , , , ,SHSE,CH 
H,CH:513120 ,GF CSI Hong Kong Brand Name Drug Exchan,GF CSI Hong Kong Brand Na,e Tr,a,d,e,SHSE,CH 
H,CH:513130 ,Huatai-PB CSOP Hang Seng TECH Index Exc,Huatai-PB CSOP Hang Seng,ange, ,T,r,SHSE,CH 
H,CH:513140 ,Huatai-PB CSI HK 300 Financial Services,Huatai-PB CSI HK 300 Fina,Exch,a,n,g,SHSE,CH 
H,CH:513150 ,HTPB CSI HK TECH ETF,HTPB CSI HK TECH ETF,    , , , ,SHSE,CH 
H,CH:513160 ,YH HS SCHK CHINA TECH ETF,YH HS SCHK CHINA TECH ETF,    , , , ,SHSE,CH 
H,CH:513170 ,Penghua HS China Central SOEs,Penghua HS China Central,    , , , ,SHSE,CH 
H,CH:513180 ,CAMC HS TECH ETF QDII,CAMC HS TECH ETF QDII,    , , , ,SHSE,CH 
H,CH:513190 ,ChinaAMC CSI HK Connect Mainland Financ,ChinaAMC CSI HK Connect M, Ind,e,x, ,SHSE,CH 
H,CH:513200 ,EFD CSI HK HLH CPS ETF,EFD CSI HK HLH CPS ETF,    , , , ,SHSE,CH 
H,CH:513210 ,E Fund Heng Seng Index ETF(QDII),E Fund Heng Seng Index ET,    , , , ,SHSE,CH 
H,CH:513220 ,CM CSI CN INTERNET ETF QDII,CM CSI CN INTERNET ETF QD,    , , , ,SHSE,CH 
H,CH:513230 ,ChinaAMC CSI HK Stock Connect Consumer,ChinaAMC CSI HK Stock Con,hema,t,i,c,SHSE,CH 
H,CH:513240 ,513240,513240,    , , , ,SHSE,CH 
H,CH:513260 ,China Universal Hang Seng TECH Index Ex,China Universal Hang Seng,hang,e, ,T,SHSE,CH 
H,CH:513280 ,China Universal Hang Seng Hong Kong-Lis,China Universal Hang Seng,ed B,i,o,t,SHSE,CH 
H,CH:513290 ,China Universal Nasdaq Biotechnology In,China Universal Nasdaq Bi,ex E,x,c,h,SHSE,CH 
H,CH:513300 ,ChinaAMC Nasdaq-100 Index ETF (QDII),ChinaAMC Nasdaq-100 Index,    , , , ,SHSE,CH 
H,CH:513310 ,Huatai-PB CSI Korea Exchange China and,Huatai-PB CSI Korea Excha,orea, ,S,e,SHSE,CH 
H,CH:513320 ,E Fund HS HK Stocks Connect New Economy,E Fund HS HK Stocks Conne,Exch,a,n,g,SHSE,CH 
H,CH:513330 ,ChinaAMC Hang Seng Internet & Informati,ChinaAMC Hang Seng Intern,n Te,c,h,n,SHSE,CH 
H,CH:513350 ,Fullgoal S&P Oil&Gas Exploration&Produc,Fullgoal S&P Oil&Gas Expl,ion ,S,e,l,SHSE,CH 
H,CH:513360 ,Bosera CSI Global China Education Thema,Bosera CSI Global China E,ic E,x,c,h,SHSE,CH 
H,CH:513380 ,GF Hang Seng Technology Exchange Traded,GF Hang Seng Technology E,Fund,(,Q,D,SHSE,CH 
H,CH:513390 ,Bosera NASDAQ-100 Index ETF,Bosera NASDAQ-100 Index E,    , , , ,SHSE,CH 
H,CH:513400 ,Penghua Dow Jones Industrials Average I,Penghua Dow Jones Industr,dex ,E,T,F,SHSE,CH 
H,CH:513500 ,Bosera Standard And Poor's 500,BOSERA S&P 500 E,    , , , ,SHSE,CH 
H,CH:513505 ,513505,513505,    , , , ,SHSE,CH 
H,CH:513520 ,HX NOMURA NIKKEI 225 ETF QDI,HX NOMURA NIKKEI 225 ETF,    , , , ,SHSE,CH 
H,CH:513530 ,Huatai-PB CSI HK Connect HDY Investment,Huatai-PB CSI HK Connect,Inde,x, ,E,SHSE,CH 
H,CH:513550 ,Huatai-PB CSI HK Connect 50 Index Excha,Huatai-PB CSI HK Connect,ge T,r,a,d,SHSE,CH 
H,CH:513560 ,Xingyin CSI Hong Kong Stocks Connect ET,Xingyin CSI Hong Kong Sto,    , , , ,SHSE,CH 
H,CH:513580 ,Huaan Hang Seng TECH Index Exchange Tra,Huaan Hang Seng TECH Inde,ed F,u,n,d,SHSE,CH 
H,CH:513590 ,Penghua CSI HK Stock Connect Consumer T,Penghua CSI HK Stock Conn,emat,i,c, ,SHSE,CH 
H,CH:513600 ,CN-S HENG SENG INDEX ETF,CN-S HENG SENG INDEX ETF,    , , , ,SHSE,CH 
H,CH:513620 ,513620,513620,    , , , ,SHSE,CH 
H,CH:513630 ,JP Morgan S&P HK Connec DLV_E,JP Morgan S&P HK Connec D,    , , , ,SHSE,CH 
H,CH:513650 ,China Southern S&P 500 ETF(QDII),China Southern S&P 500 ET,    , , , ,SHSE,CH 
H,CH:513660 ,China AMC Shanghai-Hong Kong S,SH-HK ST CN HSI EQUITY,    , , , ,SHSE,CH 
H,CH:513665 ,513665,513665,    , , , ,SHSE,CH 
H,CH:513690 ,Bosera Hang Seng High Dividend Yield ET,Bosera Hang Seng High Div,    , , , ,SHSE,CH 
H,CH:513700 ,Penghua CSI HK Connect Health Care Comp,Penghua CSI HK Connect He,site, ,E,x,SHSE,CH 
H,CH:513720 ,513720,513720,    , , , ,SHSE,CH 
H,CH:513730 ,Huatai-PB CSOP SGX Pan Southeast Asia T,Huatai-PB CSOP SGX Pan So,chno,l,o,g,SHSE,CH 
H,CH:513750 ,GF CSI HK Non-Bank Financial Topics Ind,GF CSI HK Non-Bank Financ,x Ex,c,h,a,SHSE,CH 
H,CH:513770 ,Hwabao WP CSI Hong Kong Connect Interne,Hwabao WP CSI Hong Kong C, Exc,h,n,a,SHSE,CH 
H,CH:513780 ,INVESCO Great Wall CSI Hong Kong Connec,INVESCO Great Wall CSI Ho, Inn,o,v,a,SHSE,CH 
H,CH:513800 ,CS DINGFENG TOPIX ETF QDII,CS DINGFENG TOPIX ETF QDI,    , , , ,SHSE,CH 
H,CH:513810 ,ChinaAMC CSI Hong Kong Mainland State-O,ChinaAMC CSI Hong Kong Ma,ned ,E,n,t,SHSE,CH 
H,CH:513820 ,China Universa CSI Hong Kong Connect Hi,China Universa CSI Hong K,h Di,v, ,Y,SHSE,CH 
H,CH:513830 ,Harvest CSI Hong Kong Connect High Divi,Harvest CSI Hong Kong Con,end ,Y,i,e,SHSE,CH 
H,CH:513850 ,E Fund MSCI US 50 ETF (QDII),E Fund MSCI US 50 ETF (QD,    , , , ,SHSE,CH 
H,CH:513860 ,HFT CSI Hong Kong Connect Technology Ex,HFT CSI Hong Kong Connect,hang,e, ,T,SHSE,CH 
H,CH:513870 ,Fullgoal Nasdaq-100 Index Exchange Trad,Fullgoal Nasdaq-100 Index,d Fu,n,d, ,SHSE,CH 
H,CH:513880 ,HUAAN UFJ NIKKEI 225 ETF QDI,HUAAN UFJ NIKKEI 225 ETF,    , , , ,SHSE,CH 
H,CH:513890 ,CIFM Hang Seng TECH Index Exchange Trad,CIFM Hang Seng TECH Index,d Fu,n,d, ,SHSE,CH 
H,CH:513900 ,HUAAN CES HKST SLCT100 ETF,HUAAN CES HKST SLCT100 ET,    , , , ,SHSE,CH 
H,CH:513910 ,ChinaAMC CSI HK Stock Central-SOEs Divi,ChinaAMC CSI HK Stock Cen,end ,I,n,d,SHSE,CH 
H,CH:513920 ,HuaAn HS HK Stocks China Central Divide,HuaAn HS HK Stocks China,d In,d,e,x,SHSE,CH 
H,CH:513930 ,513930,513930,    , , , ,SHSE,CH 
H,CH:513950 ,Fullgoal Hang Seng SCHK High Dividend L,Fullgoal Hang Seng SCHK H,w Vo,l,a,t,SHSE,CH 
H,CH:513970 ,INVESCO Great Wall Hang Seng Consumptio,INVESCO Great Wall Hang S, ETF, , , ,SHSE,CH 
H,CH:513980 ,INVESCO Great Wall CSI Hong Kong Connec,INVESCO Great Wall CSI Ho, Tec,h,n,o,SHSE,CH 
H,CH:513990 ,CMF SSE HK Equities Exchange Traded Fun,CMF SSE HK Equities Excha,    , , , ,SHSE,CH 
H,CH:515000 ,Hwabao WP Fund Management Co Ltd - HB C,Hwabao WP Fund Management,I Te,c,h,n,SHSE,CH 
H,CH:515010 ,CHINAAMC CHINA GROWTH FUND CAMC,CHINAAMC CHINA GROWTH FUN,    , , , ,SHSE,CH 
H,CH:515020 ,ChinaAMC CSI Banks ETF,ChinaAMC CSI Banks ETF,    , , , ,SHSE,CH 
H,CH:515030 ,ChinaAMC CSI New Energy Automobile ETF,ChinaAMC CSI New Energy A,    , , , ,SHSE,CH 
H,CH:515050 ,ChinaAMC Growth Fund,ChinaAMC Growth Fund,    , , , ,SHSE,CH 
H,CH:515060 ,CHINA ASSET MANAGEMENT CO CAMC,CHINA ASSET MANAGEMENT CO,    , , , ,SHSE,CH 
H,CH:515070 ,CHINA ASSET MANAGEMENT CO CHINA,CHINA ASSET MANAGEMENT CO,    , , , ,SHSE,CH 
H,CH:515080 ,China Merchants Fund Management Co. - C,China Merchants Fund Mana,I ET,F, , ,SHSE,CH 
H,CH:515090 ,Bosera CSI Sustainable Development 100,Bosera CSI Sustainable De,TF  , , , ,SHSE,CH 
H,CH:515100 ,Invesco Great Wall CSI Dividend Low Vol,Invesco Great Wall CSI Di,tili,t,y, ,SHSE,CH 
H,CH:515110 ,"E Fund Management Co., Ltd - Yifangda C","E Fund Management Co., Lt",I En,t, ,O,SHSE,CH 
H,CH:515120 ,GF CSI Brand Name Drug Industry Index E,GF CSI Brand Name Drug In,chan,g,e, ,SHSE,CH 
H,CH:515130 ,Bosera CSI 300 Index ETF,Bosera CSI 300 Index ETF,    , , , ,SHSE,CH 
H,CH:515150 ,FULLGOAL FUND MANAGEMENT CO FUL,FULLGOAL FUND MANAGEMENT,    , , , ,SHSE,CH 
H,CH:515160 ,China Merchants MSCI China A Inclusion,China Merchants MSCI Chin,TF  , , , ,SHSE,CH 
H,CH:515170 ,ChinaAMC CSI Food & Beverage Sub-indust,ChinaAMC CSI Food & Bever,y In,d,e,x,SHSE,CH 
H,CH:515180 ,E FundSI Bonus ETF,E FundSI Bonus ETF,    , , , ,SHSE,CH 
